category	heavy_metal	heavy_metal	no	no	heavy_metal	heavy_metal	heavy_metal	heavy_metal	organic	organic	organic	organic	organic	organic	no
k_Bacteria|p_Bacteroidota|c_Rhodothermia|o_Rhodothermales|f_Rhodothermaceae|g_midas_g_57689|s_midas_s_57689	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  35	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bacteriovoracales|f_Bacteriovoracaceae|g_Bacteriovorax|s_midas_s_57290	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  17
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae	    0	    0	    0	    0	    0	   0	    0	    0	  17	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  64	   2	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_34417	    0	    0	   91	    1	    0	   0	    0	    0	  14	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_39819	    0	    0	    0	   27	    0	   0	    0	    0	   9	   56	    0	    0	   0	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_4437	    0	    0	    4	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_52961	    0	    0	    6	    0	    0	   0	    0	    0	  91	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_53360	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  27	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_53920	    0	    0	    0	    0	    2	   0	    0	    0	  13	    0	    0	    0	  59	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_56693	    0	    0	    3	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_65552	    0	    0	   12	    0	    0	   0	    0	    0	  29	    0	    0	    0	   0	   0	  23
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_75978	    0	    0	    2	    0	    0	   0	    0	    0	   0	    0	    0	    0	   2	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_midas_g_59074|s_midas_s_59074	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	  33	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_midas_g_78510	    0	    0	   19	    0	    0	   0	    0	    0	  10	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Oligoflexia|o_0319-6G20|f_midas_f_18718|g_midas_g_18718|s_midas_s_18718	    0	    0	    0	    0	    0	   0	    0	    0	   9	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Oligoflexia|o_0319-6G20|f_midas_f_2887|g_midas_g_6486|s_midas_s_6486	    0	    0	    0	    0	    0	   0	    0	    0	  12	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Bdellovibrionota|c_Oligoflexia|o_0319-6G20|f_midas_f_3092|g_midas_g_4299	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  13	   0	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_Ca_Villigracilis	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	 203	   1	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_Ca_Villigracilis|s_midas_s_14384	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  33	   0	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_Ca_Villigracilis|s_midas_s_6664	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  10	   0	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_Leptolinea|s_midas_s_14538	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  10	   2	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_Longilinea|s_midas_s_10941	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  87	   3	   1
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_midas_g_5914|s_midas_s_17679	    0	    0	    0	    0	    0	   0	    0	    0	   0	    1	    0	    0	 331	  55	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Ardenticatenales|f_Ca_Promineofilaceae|g_midas_g_1951|s_midas_s_5115	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  20	   0	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_1348|s_midas_s_1348	    0	    0	    1	    2	    0	   0	    0	    0	   2	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_1668	    0	    0	    1	    1	    0	   0	    0	    0	   3	    1	    1	    0	   3	   0	   3
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_1668|s_midas_s_35278	    0	    0	    1	    0	    0	   0	    0	    0	   4	    0	    0	    0	   6	   0	   6
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_1668|s_midas_s_53655	    0	    0	    4	    2	    0	   0	    0	    0	   0	    2	    0	    0	   0	   0	  23
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_169|s_midas_s_169	    0	    0	    0	    0	    0	   0	    0	    0	   0	    1	    0	    0	   0	  11	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_1965	    0	    0	    0	    0	    0	   0	    0	    0	   0	    2	    0	    0	   5	   9	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_26459	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    1	    0	   0	   0	  27
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_3297|s_midas_s_3297	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  14	  14	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_4907|s_midas_s_42420	    0	    0	    0	    1	    0	   0	    0	    0	   0	    0	    0	    0	   0	   3	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_RBG-13-54-9|f_midas_f_72|g_midas_g_4300|s_midas_s_4300	    0	    0	    2	    9	    0	   0	    0	    0	   1	    4	    0	    0	  33	   5	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_OLB15|s_midas_s_30245	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  33	   4	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_16643|s_midas_s_16643	    0	    0	    0	    0	    0	   0	    0	    0	   1	    1	    0	    0	 187	   4	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_16643|s_midas_s_19959	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  48	   1	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_22263|s_midas_s_72326	    0	    0	    0	    0	    0	   0	    0	    0	   0	    4	    0	    0	  38	   4	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_2842|s_midas_s_13924	    0	    0	    0	    1	    0	   1	    0	    0	   2	   11	    0	    0	  16	   1	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_3726	    0	    0	    0	    2	    0	   0	    0	    0	   0	    0	    0	    0	  14	   3	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_3726|s_midas_s_31470	    0	    0	    0	    1	    0	  15	    0	    0	   0	    0	    0	    0	  15	   2	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_42661|s_midas_s_42661	    0	    0	    0	    7	    0	   0	    0	    0	   0	    0	    0	    0	 161	   1	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_4871	    0	    0	    1	    0	    0	   0	    0	    0	   0	    1	    0	    0	  21	   0	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_8129|s_midas_s_8129	    0	    0	    1	    2	    0	   0	    0	    0	   0	    4	    0	    0	 141	  16	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_midas_f_12777|g_midas_g_21647|s_midas_s_21647	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  10	   0	   0
k_Bacteria|p_Chloroflexi|c_Chloroflexia|o_Thermomicrobiales|f_AKYG1722	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   4	   6	   0
k_Bacteria|p_Chloroflexi|c_Chloroflexia|o_Thermomicrobiales|f_JG30-KF-CM45|g_midas_g_3626	    0	    0	    0	    0	    0	   2	    0	    0	   0	    0	    0	    0	   5	   0	   0
k_Bacteria|p_Chloroflexi|c_Chloroflexia|o_Thermomicrobiales|f_JG30-KF-CM45|g_midas_g_5082	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   4	   6	   0
k_Bacteria|p_Chloroflexi|c_Chloroflexia|o_Thermomicrobiales|f_JG30-KF-CM45|g_midas_g_6223|s_midas_s_18165	    0	    0	    0	    0	    0	   9	    0	    0	   0	    0	    0	    0	   3	   0	   0
k_Bacteria|p_Chloroflexi|c_Chloroflexia|o_Thermomicrobiales|f_JG30-KF-CM45|g_midas_g_859|s_midas_s_3513	    0	    0	    0	    5	    0	   0	    0	    0	   0	    4	    0	    0	  11	   1	   0
k_Bacteria|p_Chloroflexi|c_KD4-96|o_midas_o_3277|f_midas_f_3277|g_midas_g_3277|s_midas_s_3277	    0	    0	    6	    5	    0	   0	    0	    0	   5	    2	    0	    0	  11	   2	   0
k_Bacteria|p_Chloroflexi|c_OLB14|o_midas_o_731|f_midas_f_5900|g_midas_g_5900|s_midas_s_6548	    0	    0	    0	    0	    0	   0	    0	    0	   1	    1	    0	    0	   5	   0	   1
k_Bacteria|p_Chloroflexi|c_OLB14|o_midas_o_731|f_midas_f_731|g_midas_g_1412|s_midas_s_8871	    0	    0	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	  43	   0	   0
k_Bacteria|p_Chloroflexi|c_OLB14|o_midas_o_731|f_midas_f_731|g_midas_g_731	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	 109	   3	   0
k_Bacteria|p_Chloroflexi|c_OLB14|o_midas_o_731|f_midas_f_731|g_midas_g_731|s_midas_s_6539	    0	    0	    0	    6	    0	   0	    0	    0	   0	    1	    0	    0	   1	   1	   0
k_Bacteria|p_Chloroflexi|c_OLB14|o_midas_o_731|f_midas_f_731|g_midas_g_731|s_midas_s_849	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  33	   2	   0
k_Bacteria|p_Cyanobacteria|c_Sericytochromatia|o_midas_o_1421|f_midas_f_1421|g_midas_g_1421|s_midas_s_1421	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  21	   0	   0
k_Bacteria|p_Cyanobacteria|c_Vampirivibrionia|o_Obscuribacterales|f_Obscuribacteraceae|g_Ca_Obscuribacter|s_midas_s_13057	    0	    0	   70	    0	    0	   0	    0	    0	 513	    0	    0	    0	   0	   0	  38
k_Bacteria|p_Dadabacteria|c_Dadabacteriia|o_Dadabacteriales|f_midas_f_603|g_midas_g_603|s_midas_s_603	    0	    0	    4	    1	    0	   0	    0	    0	   3	    1	    0	    0	   2	   0	   0
k_Bacteria|p_Deinococcota|c_Deinococci|o_Deinococcales|f_Deinococcaceae|g_Deinococcus	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  29	   0	   0
k_Bacteria|p_Deinococcota|c_Deinococci|o_Deinococcales|f_Trueperaceae|g_Truepera|s_midas_s_21108	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   3	   3	   0
k_Bacteria|p_Deinococcota|c_Deinococci|o_Deinococcales|f_Trueperaceae|g_Truepera|s_midas_s_60145	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   7	   4	   0
k_Bacteria|p_Deinococcota|c_Deinococci|o_Thermales|f_Thermaceae|g_midas_g_42352|s_midas_s_42352	    0	    0	    5	    5	    0	   0	    0	    0	   1	    1	    0	    0	 331	   2	   0
k_Bacteria|p_Desulfobacterota|c_Desulfuromonadia|o_Bradymonadales|f_midas_f_32820|g_midas_g_32820|s_midas_s_61953	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   7
k_Bacteria|p_Desulfobacterota|c_Desulfuromonadia|o_PB19|f_midas_f_1334|g_midas_g_1334|s_midas_s_18549	    0	    0	    0	    0	    0	   0	    0	    0	   7	    0	    0	    0	  19	   1	   0
k_Bacteria|p_Desulfobacterota|c_Desulfuromonadia|o_PB19|f_midas_f_1334|g_midas_g_1334|s_midas_s_60297	    0	    0	    3	    1	    0	   0	    0	    0	  38	  101	    0	    0	   0	   0	   0
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_2276|f_midas_f_51851|g_midas_g_51851|s_midas_s_51851	    0	    0	    0	    0	    0	   0	    0	    0	   4	    0	    0	    0	   0	   0	   2
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389	    0	    0	    0	    0	    0	   0	    0	    0	   2	    0	    0	    0	   0	   0	  13
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389|g_midas_g_11696	    0	    0	    3	    0	    0	   0	    0	    0	  14	    0	    0	    0	   0	   0	  23
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389|g_midas_g_11696|s_midas_s_28681	    0	    0	    3	    0	    0	   0	    0	    0	   5	    0	    0	    0	   0	   0	  19
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389|g_midas_g_11696|s_midas_s_41007	    0	    0	    1	    0	    0	   0	    0	    0	   0	    1	    0	    0	   0	   0	   6
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389|g_midas_g_1389|s_midas_s_1389	   50	    0	   62	    5	    0	   0	    0	    0	 173	    7	    0	    0	 229	   0	 480
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389|g_midas_g_49725|s_midas_s_63908	    3	    0	    9	    1	    0	   0	    0	    0	  30	    2	    0	    0	  22	   1	  14
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_918|f_midas_f_918|g_midas_g_77174|s_midas_s_77174	    0	    0	    5	    0	    0	   0	    0	    0	  21	    0	    0	    0	   1	   0	  48
k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Turicibacter|s_Turicibacter_sanguinis	    0	    0	    1	    0	    0	   0	    3	    0	   3	    0	    1	    0	   0	   0	   1
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Trichococcus|s_midas_s_4	    0	    0	    1	    0	    0	   0	    0	    0	   2	    0	    0	    0	   1	   0	   9
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_midas_s_19478	    1	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   2	   6
k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae_R-7_group|s_midas_s_3317	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  21
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium_sensu_stricto_1|s_midas_s_64	    0	    1	    1	    0	    0	   0	    0	    0	   1	    1	    1	    0	   1	   0	   1
k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Fusicatenibacter|s_Fusicatenibacter_saccharivorans	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   6
k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Peptostreptococcaceae|g_Romboutsia|s_midas_s_34	    1	    0	    1	    1	    1	   0	    0	    0	   1	    0	    0	    0	   6	   1	  33
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Sporomusaceae|g_Anaerosinus|s_Anaerosinus_glycerini	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   8
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae	    1	    0	    3	    0	    0	   0	    0	    0	  24	    5	    0	    0	   6	   0	  33
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_Gemmatimonas	    0	    0	    9	   31	    0	   0	    0	    0	   1	   13	    0	    0	   0	   0	   0
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_Gemmatimonas|s_midas_s_1252	    0	    0	    2	    0	    0	   0	    0	    0	   0	    0	    0	    0	  33	  85	   0
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_Gemmatimonas|s_midas_s_78806	    0	    0	    2	   12	    0	   0	    0	    0	   0	    0	    0	    0	   0	   1	   0
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_1970	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   6	  25	   0
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_395	    0	    0	    2	    0	    0	   0	    0	    0	   7	    4	    0	    0	   1	   0	   2
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_395|s_midas_s_2461	    7	    0	    0	    0	    1	   0	    0	    0	  36	    1	    3	    0	  23	   0	 819
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_395|s_midas_s_4281	    0	    0	    7	    0	    0	   0	    0	    0	  15	    4	    0	    0	   1	   0	   8
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_44653	   26	    0	   25	    2	    1	   0	    0	    0	 239	   29	    0	    0	 181	   6	1800
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_44653|s_midas_s_51860	    0	    0	  193	   29	    0	   0	    0	    0	1129	  184	    0	    0	1024	 179	3162
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_764|s_midas_s_76220	    0	    0	    4	    1	    0	   0	    0	    0	   0	    3	    0	    0	 113	  94	   1
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_764|s_midas_s_9436	    0	    0	    0	   11	    0	   0	    0	    0	   2	   11	    0	    0	   1	   3	   0
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_992|s_midas_s_39700	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   1	  28	   0
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_992|s_midas_s_71964	    0	    0	    1	    0	    0	   0	    0	    0	   3	    3	    0	    0	   0	   1	  11
k_Bacteria|p_Hydrogenedentes|c_Hydrogenedentia|o_Hydrogenedentiales|f_Hydrogenedensaceae	    0	    0	    0	    2	    0	   0	    0	    0	   0	    0	    0	    0	  14	   2	   0
k_Bacteria|p_Hydrogenedentes|c_Hydrogenedentia|o_Hydrogenedentiales|f_Hydrogenedensaceae|g_midas_g_1166	    0	    0	    8	    1	    0	   0	    0	    0	  31	    2	    0	   79	  39	   2	   3
k_Bacteria|p_Hydrogenedentes|c_Hydrogenedentia|o_Hydrogenedentiales|f_Hydrogenedensaceae|g_midas_g_15502|s_midas_s_15502	    0	    0	    0	    0	    0	   0	    0	    0	   3	    2	    0	    0	   3	   0	   0
k_Bacteria|p_Myxococcota|c_Myxococcia|o_Myxococcales|f_Myxococcaceae|g_P3OB-42	  342	  452	  124	    0	    0	   0	    0	    0	  31	    1	    0	    0	 123	   0	   0
k_Bacteria|p_Myxococcota|c_Myxococcia|o_Myxococcales|f_Myxococcaceae|g_P3OB-42|s_midas_s_19671	    5	    0	    0	    0	    0	   0	    0	    0	  17	    0	    0	    0	   0	   0	   1
k_Bacteria|p_Myxococcota|c_Myxococcia|o_Myxococcales|f_Myxococcaceae|g_P3OB-42|s_midas_s_4524	    0	    0	    0	    0	    0	   0	    0	    0	  35	    0	    0	    0	   0	   0	   1
k_Bacteria|p_Myxococcota|c_Polyangia|o_Blfdi19|f_midas_f_4883|g_midas_g_30202|s_midas_s_30202	    0	    0	   41	    0	    0	   0	    0	    0	   0	    4	    0	    0	   0	   4	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  87	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium|s_midas_s_12527	    0	    0	    3	    0	    0	   0	    0	    0	   0	    0	    0	    0	 764	   9	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium|s_midas_s_17105	    0	    0	    0	    0	    0	   0	    0	    0	 696	    0	    0	    0	   0	   0	  96
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium|s_midas_s_36394	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	 206	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium|s_midas_s_458	    0	    0	    0	    0	    0	   0	    0	    0	  10	    0	    0	    0	   3	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium|s_midas_s_8233	    0	    0	    0	    0	    0	   0	    0	    0	   6	    0	    0	    0	   0	   0	 428
k_Bacteria|p_Myxococcota|c_Polyangia|o_Nannocystales|f_Nannocystaceae|g_Nannocystis|s_midas_s_19773	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	 116
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Phaselicystidaceae|g_Phaselicystis	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  82	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Phaselicystidaceae|g_Phaselicystis|s_midas_s_19015	    0	    0	   12	    0	    0	   0	    0	    0	 180	    0	    0	    0	 115	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Phaselicystidaceae|g_Phaselicystis|s_midas_s_58919	    0	    0	    7	  629	    0	   0	    0	    0	   0	  122	    0	    0	  25	  12	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_Pajaroellobacter	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  20	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_Pajaroellobacter|s_midas_s_12819	    0	    0	    0	    0	    0	   0	    0	    0	   5	    0	    0	    0	 131	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_Pajaroellobacter|s_midas_s_17437	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  80	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_Pajaroellobacter|s_midas_s_31563	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	 396	   1	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_Polyangium|s_midas_s_78938	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	 103
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_midas_g_6347|s_midas_s_35275	    0	    0	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	 136	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Sandaracinaceae|g_Sandaracinus|s_midas_s_48111	    0	    0	   14	    0	    0	   0	    0	    0	   2	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Sandaracinaceae|g_midas_g_42823|s_midas_s_42823	    0	    0	    0	    0	    0	   0	    0	    0	   0	   14	    0	    0	   0	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Sandaracinaceae|g_midas_g_5621|s_midas_s_40120	    0	    0	   51	    0	    0	   0	    0	    0	   1	    0	    0	    0	  26	   0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_mle1-27|f_midas_f_990|g_midas_g_3374|s_midas_s_3374	    0	    0	   10	    0	    0	   0	    0	    0	  56	    4	    0	    0	 395	 853	   0
